,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
10142,10143,"Soap - Glycerine, Pureglo",Beauty & Hygiene,Bath & Hand Wash,Santoor,118.44,126.0,Bathing Bars & Soaps,4.4,"Santoor PureGlo Soap provides you with an exotic, long lasting fragrance which is enriched with Glycerine, Honey and Almond Oil in order to give you moisturised, glowing and a youthful skin. Glycerine moisturizes the skin to give you healthy and soft skin, while honey acts as a natural antioxidant which provides a nourishing glow to the skin and Almond oil gives deep moisturization and nourishment to your body."
10182,10183,Herbal Green Tea Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2,"Green Tea soap is filled with real green leaves extracts, regular usage helps in lifting up dead skin cells.Benefits;It helps in detoxifying the skin and the active ingredients repair the skin and rejuvenate the dead cellsThe aroma helps in reviving the mind, body & soul thus distressing the pressure"
10295,10296,Bathing Soap - Trio Classic Sandal,Beauty & Hygiene,Bath & Hand Wash,Kerala,198.0,198.0,Bathing Bars & Soaps,4.7,"The Feel Of Sandal Aroma In This G=Dream Cream Will Recall Past Moments In Your Personal World.The Smell Of Essence Amazingly Evokes A Memory Of Comfort  For Beauty tips, tricks & more visit https://bigbasket.blog/"
10401,10402,Fruity Soap Enriched with Narural Lemon Extract,Beauty & Hygiene,Bath & Hand Wash,Harmony,22.0,22.0,Bathing Bars & Soaps,4.3,"For Beauty tips, tricks & more visit https://bigbasket.blog/"
10542,10543,"Jasmine Pure Glycerin Soap - Cold Processed, 100% Natural & Organic",Beauty & Hygiene,Bath & Hand Wash,Soulflower,212.5,250.0,Bathing Bars & Soaps,4.7,"Jasmine Glycerin Soap improves skin elasticity, helping to reduce the visibility of scars & stretch marks. It leaves your skin gently cleansed & lightly perfumed. Use to reduce greasy skin, while soothing dry, sensitive & irritated skin. Glycerin has humectants properties, attracting moisture to your skin making it softer & smoother, one of the reasons that our soaps are so beautiful on the skin. This soap does not use any animal product like milk or honey. It is completely Vegan and SLES free. It is best suited for dry and sensitive skin."
10791,10792,"Antiseptic + Moisturising Soap - Neem, Eucalyptus & Honey",Beauty & Hygiene,Bath & Hand Wash,Boroplus,110.0,110.0,Bathing Bars & Soaps,4.5,"BoroPlus Antiseptic + Moisturising Soap Neem, Eucalyptus & Honey
• Kills 99.99% Germs and Kills Virus
• Softens and Moisturises Skin
• From India’s No. 1 Antiseptic# Brand
• Recommended by Doctors
• Gives Healthy Skin
• Enriched with Antiseptic & Healing Power of Neem & Eucalyptus
• Moisturising power of Honey
• Protects your entire family Free from Paraben, Silicones and Artificial colourants Anti-bacterial Toilet soap: Grade 1. TFM 76%"
10823,10824,Sandal & Turmeric Soap,Beauty & Hygiene,Bath & Hand Wash,Santoor,148.0,180.0,Bathing Bars & Soaps,4.3,"Santoor has grown from a traditional south Indian soap to a modern beauty soap that carries the secret of younger looking skin for women of different age groups. Sandal and Turmeric have been an essential part of Indian woman's skin care regimen for centuries. The deep acting ingredients of Turmeric and Sandal in the soap provide a smooth, soft and clear skin while also giving a youthful glow to the skin. It has fresh, energizing and a long-lasting fragrance. Its a great solution for problems such as blackhead, acne and skin allergies. It removes tanning, cures skin itching and detoxifies the skin."
10843,10844,Bathing Soap - Orange & Tulsi,Beauty & Hygiene,Bath & Hand Wash,Sri Sri Tattva,33.0,33.0,Bathing Bars & Soaps,4.1,"New Herbal Soap with Orange Peel Oil and Tulsi Oil is specially formulated to give exactly what you need unlimited freshness and a healthy, glowing skin, its anti-bacterial and moisturing properties help in cleansing and preventing dryness of the skin, Regular use of the Sri Sri Ayurveda Soap makes your skin extra soft, extra smooth and extra supple.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
11276,11277,Lime Bath Soap,Beauty & Hygiene,Bath & Hand Wash,Cinthol,229.5,270.0,Bathing Bars & Soaps,4.3,"With Cinthol Lime Bath Soap, every bath is a fresh start. It’s enhanced lime fragrance revitalises your senses to give you a fantastic bathing experience. Cinthol Lime Bath Soap has a great citrus scent that lingers throughout the day and leaves your skin feeling fresh and rejuvenated for the entire day. With Cinthol Lime Soap, being Alive is Awesome. Explore the wide range of refreshing Cinthol bath soaps, available in 4 other variants, namely Confidence+, Cool, Deo and Original."
11360,11361,Creme Care Soap - For Hands & Body,Beauty & Hygiene,Bath & Hand Wash,Nivea,162.0,162.0,Bathing Bars & Soaps,4.4,"Nivea Creme Care Soap gives your skin the best care that it must get. It offers reliable cleansing and supports your skin in keeping its moisture. With Nivea Creme Crea Soap, gives your skin gentle care and smoothness.
For Beauty tips, tricks & more visit https://bigbasket.blog/"
11414,11415,Refreshing Peppermint Soap,Beauty & Hygiene,Bath & Hand Wash,Soulflower,255.0,300.0,Bathing Bars & Soaps,4.3,"100% pure, natural, vegan and cold-pressed Soulflower Refreshing Peppermint Soap is a handmade, hand-cut, natural oil-based soap. The antiseptic properties of Peppermint Essential Oil maintain your skins oil balance to give you acne-free skin. Mint leaves exfoliate your skin and make it smooth and shiny. This refreshing soap formulation invigorates your mind with its minty aroma and snowy lather to give you healthy and radiant skin."
11490,11491,Detan Scrub,Beauty & Hygiene,Bath & Hand Wash,SSCPL HERBALS,185.0,185.0,Bathing Bars & Soaps,5.0,"Apart from its use in facial kits, the SSCPL HERBALS Detan Scrub can also be used independently to exfoliate and nourish tanned skin.Tanning can be better addressed with healing, hydration and moisturization. And hence the combination of herbs in a skin Scrub that helps with the ever-increasing problem of tanning."
11605,11606,Neem Tulsi Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.4,"Herbal Neem Tulsi Soap helps to clean, tone and nourish the skin. It supports to fight skin dryness and retain skin moisture. It is an antibacterial ayurvedic soap."
11702,11703,Relax - Lavender Handmade Bathing Bar With Natural Chunks,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,199.0,199.0,Bathing Bars & Soaps,5.0,"The ayurvedic blend of lavender with other herbs is a natural tonic for the skin which helps in maintaining moisture and hydration. The divine essential oil of lavender inspires heightened sensuality. This aromatic bathing bar, with natural chunks inside, will give you a luxurious bathing experience."
12162,12163,"Pure Orange Glycerin Soap With Coconut Oil - Cold Processed, 100% Natural & Organic",Beauty & Hygiene,Bath & Hand Wash,Soulflower,212.5,250.0,Bathing Bars & Soaps,4.5,"Every day your skin comes in contact with dirt, pollution, wind, sun and sweat. In spite of these setbacks, you can still have the softest, gentlest skin. Natural nutrients gently and effectively lighten dark spots for a more youthful and even-toned radiant skin. The rich lather rinses completely leaving no residue, while orange peel powder deep cleanses to remove dirt, bacteria, and oil and exfoliates dead skin cells for blemish-free dear skin, Works wonders on troubled teenage and oily skin. Glycerine has humectants properties, attracting moisture to your skin making it softer and smoother, one of the reasons that these soaps are so beautiful on the skin. This soap does not use any animal product like milk or honey. This product is SLS free."
12365,12366,Oil Clear & Glow Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,45.0,45.0,Bathing Bars & Soaps,4.3,"New Pears Oil Clear Formula is a refreshing and gentle way to attain glowing, healthy looking skin. The special Oil Clear Formula gently cleans excess oil on the surface of the skin while helping to retain skins essential oils and moisture. Pears soap is especially made to take care of even sensitive and delicate skin, cleansing thoroughly, yet gently and rinsing clean. It is hypoallergenic, contains mild cleansing formula.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
12562,12563,Cold Processed Moisturising Milk Chocolate Soap for Soft & Glowing Skin,Beauty & Hygiene,Bath & Hand Wash,Soulflower,255.0,300.0,Bathing Bars & Soaps,4.5,"100% pure, natural, vegan and cold-pressed Soulflower Moisturizing Milk and Chocolate Soap, a handmade, hand cut, natural oil-based soap. It is made from Chocolate, Cocoa Powder, Cocoa Butter, and oils of Olive, Coconut, Castor, and Palm with Vitamin E. Chocolate deeply nourishes your skin to make it soft and dewy. Chocolate and Cocoa powder hydrate and tone your skin to make it firm and younger looking. Heal scars & blemishes and say goodbye to dark circles with the sweet aroma of this soap bar infused with natural oils that cleanse your skin with a bubbly lather. This soap is SLS free."
12586,12587,Jasmine Butter Soap,Beauty & Hygiene,Bath & Hand Wash,INATUR ,180.0,225.0,Bathing Bars & Soaps,4.7,"Inatur Herbals Jasmine Butter Bathing Bar is a handmade soap prepared in a traditional manner. It has a green, soft, floral and luxurious note that helps to deeply moisturize the skin while gently cleansing it. Butter and Sugar are added as a base to it, to help nourish and rejuvenate the skin. It contains essential oils that are especially recommended for dry and mature skin and it has age-defying properties too."
12701,12702,"Soap Bar - Water Lily & Cooling Mint, Fresh Splash, Save Rs. 6/-",Beauty & Hygiene,Bath & Hand Wash,Lux,135.0,135.0,Bathing Bars & Soaps,4.3,"Want to feel rejuvenated every day? Invigorate your mornings with the refreshing fragrance of LUX Fresh Splash beauty bar, a sparkling combination of fragrant water lilies and cooling mint that will turn your shower into a moment of indulgence. At first lather, your senses will be gently awakened by the cooling freshness of mint, one of natures vital mood lifters, followed by the soothing and rejuvenating scent of water lilies. Together, they refresh and energize you to take on any challenge for the day. A sensational body soap, LUX Fresh Splash blends rich, luxurious lather with expertly crafted fine fragrance. It is the best soap bar that gently cleanses your skin to leaving it icy cool, silky smooth and subtly perfumed for a fresh and pampered feeling all day long. 
With LUX Fresh Splash, you can incorporate fragrance into your morning shower regime or indulge in its revitalizing perfume for an evening wind-down. LUX Fresh Splash beauty bar is the perfumed soap bar that brings out your extraordinary every day, with every shower. LUX body wash and beauty bar fragrances are crafted by the worlds best perfumers to transform your daily shower into an indulgent experience that will make you feel energized and special every day."
